"sr_no","inclination","ambient_temp","speed","weight","battery_level","battery temperature","time","Battery_rating","charging_cycle","acceleration","battery_current","battery_voltage","humidity"
"17179","48.77","0","0","-627.02","0","19.44","218081","10000","1","3.08","0.42","12","0"
"17180","23.9","0","0","-6.86","0","15.63","219587","10000","1","1.96","0.27","12","0"
"17181","0.77","0","0","-123.91","0","16.06","221937","10000","1","-0.49","0.18","12","0"
"17182","24.24","0","0","-76.63","0","18.05","223693","10000","1","3.65","0.75","12","0"
"17183","29.67","0","0","14.66","0","18.6","224982","10000","1","-1.98","0.34","12","0"
"17184","22.16","0","0","-120.74","0","15.2","226440","10000","1","-3.32","0.34","12","0"
"17185","35.86","0","0","46.04","0","15.49","227641","10000","1","-2.06","0.52","12","0"
"17186","28.66","0","0","195.84","0","16.72","229143","10000","1","2.6","0.37","11.9","0"
"17187","4.42","0","0","36.78","0","19.23","231343","10000","1","-0.42","0","12","0"
"17188","35.47","0","0","-108.98","0","16.85","233004","10000","1","1.33","0.41","12","0"
"17189","13.24","0","0","-99.6","0","17.46","234689","10000","1","0.8","0.41","12","0"
"17190","14.96","0","0","-3.21","0","17.7","235967","10000","1","-0.04","0.44","12","0"
"17191","35.69","0","0","53.35","0","17.46","237409","10000","1","2.15","0.2","12","0"
"17192","20.58","0","0","60.03","0","19.13","238795","10000","1","1.16","0.36","12","0"
"17193","20.32","0","0","-35.09","0","16.46","240325","10000","1","0.09","0.34","12","0"
"17194","7.35","0","0","-46.4","0","16.33","242727","10000","1","-0.86","0","12","0"
"17195","23.96","0","0","-37.04","0","15.78","244291","10000","1","-2.13","0.37","12","0"
"17196","13.81","0","0","-221.69","0","16.85","246502","10000","1","1.07","0.49","12","0"
"17197","35.91","0","0","-55.17","0","17.46","248561","10000","1","-0.27","0.4","12","0"
"17198","8.26","0","0","49.9","0","15.78","249953","10000","1","-0.76","0.47","12","0"
"17199","1.52","0","0","-93.1","0","18.38","251578","10000","1","0.79","1.26","11.02","0"
"17200","27.67","0","0","-41.26","0","15.92","253705","10000","1","-0.41","0.62","11.42","0"
"17201","9.01","0","0","109.34","0","17.34","255475","10000","1","0.95","0.42","11.57","0"
"17202","-5.8","0","0","-48.34","0","16.06","256714","10000","1","-0.02","0","12","0"
"17203","21.41","0","0","-60.51","0","18.71","258216","10000","1","-3.13","0","12","0"
"17204","-5.26","0","0","-51.49","0","16.06","259680","10000","1","0.03","0","12","0"
"17205","-5.82","0","0","-45.27","0","17.58","261343","10000","1","0.07","0","12","0"
"17206","-0.56","0","0","-49.15","0","16.59","263373","10000","1","0.13","0","12","0"
"17207","15.16","0","0","151.53","0","19.84","264884","10000","1","-3.05","0.89","10.94","0"
"17208","30.87","0","0","-140.58","0","19.54","266233","10000","1","-0.94","0.72","11.72","0"
"17209","48.07","0","0","-247.72","0","19.84","267692","10000","1","-6.11","0.89","10.77","0"
"17210","23.8","0","0","105.14","0","19.94","269147","10000","1","0.61","0.49","11.88","0"
"17211","44.51","0","0","-47.48","0","19.74","270575","10000","1","1.04","0.45","11.5","0"
"17212","29.07","0","0","314.66","0","16.72","273010","10000","1","0.63","0.62","11.9","0"
"17213","43.37","0","0","-189.1","0","18.38","274469","10000","1","-5.02","0.22","11.8","0"
"17214","17.96","0","0","-10.7","0","16.72","276185","10000","1","-1.19","0.25","11.64","0"
"17215","10.26","0","0","-125.78","0","17.58","277427","10000","1","0.79","0.53","11.77","0"
"17216","16.86","0","0","114.91","0","19.74","279009","10000","1","-1.32","0.39","12","0"
"17217","41.52","0","0","-193.69","0","18.49","280573","10000","1","2.19","0.21","11.87","0"
"17218","42.16","0","0","-278.94","0","16.97","282546","10000","1","-2.38","0.33","11.81","0"
"17219","28.78","0","0","-15.72","0","19.23","283988","10000","1","-1.74","0.42","11.67","0"
"17220","15.99","0","0","-111.46","0","20.04","285581","10000","1","1.24","0.3","11.4","0"
"17221","25.32","0","0","-24.4","0","19.54","287160","10000","1","-2.17","0.49","11.96","0"
"17222","45.23","0","0","-305.58","0","19.74","288360","10000","1","-0.44","0.62","11.93","0"
"17223","22.89","0","0","-283.1","0","20.04","289784","10000","1","0.95","0.44","11.73","0"
"17224","15.41","0","0","46.89","0","19.13","291539","10000","1","-1.22","1.08","11.07","0"
"17225","25.6","0","0","-215.21","0","18.38","293531","10000","1","-0.87","0.29","11.95","0"
"17226","25.84","0","0","-203.87","0","18.27","294960","10000","1","-2.42","1.01","11.09","0"
"17227","17.98","0","0","-58.2","0","17.93","296973","10000","1","0.12","0.4","11.9","0"
"17228","8.65","0","0","-74.27","0","20.33","298328","10000","1","1.38","0.53","11.78","0"
"17229","16.46","0","0","-63.01","0","19.94","300019","10000","1","-2.36","1.1","11.22","0"
"17230","17.02","0","0","163.21","0","19.94","301565","10000","1","0.29","0.51","11.88","0"
"17231","21.22","0","0","-7.8","0","19.84","303798","10000","1","-2.71","0.45","11.95","0"
"17232","3.6","0","0","-144.01","0","19.84","305020","10000","1","-0.68","0.56","11.96","0"
"17233","19.67","0","0","-125.79","0","19.94","306338","10000","1","3.06","0.74","10.93","0"
"17234","29.55","0","0","-18.24","0","18.49","307684","10000","1","-2.07","0.36","11.58","0"
"17235","8.66","0","0","8.41","0","19.74","308964","10000","1","0.09","0.57","12","0"
"17236","18.21","0","0","-38.52","0","19.94","310592","10000","1","-1.92","0.46","11.77","0"
"17237","15.74","0","0","72.31","0","19.64","312120","10000","1","3.87","0.52","12","0"
"17238","13.15","0","0","-6.44","0","17.22","313829","10000","1","1.31","0.55","11.95","0"
"17239","27.85","0","0","-259.48","0","16.97","315051","10000","1","-0.93","0.45","11.72","0"
"17240","2.2","0","0","-40.31","0","19.64","316509","10000","1","2.32","0.37","12","0"
"17241","29.28","0","0","32.67","0","19.23","317945","10000","1","-2.21","0.21","11.99","0"
"17242","1.35","0","0","-127.32","0","16.85","319401","10000","1","0.28","0.49","11.66","0"
"17243","39.84","0","0","18.8","0","18.05","320647","10000","1","-5.26","0.8","11.43","0"
"17244","22.51","0","0","-128.67","0","20.04","323026","10000","1","8.92","1.12","11.16","0"
"17245","4.21","0","0","-247.93","0","16.59","324705","10000","1","-3.05","0","12","0"
"17246","14.18","0","0","-242.84","0","19.13","326367","10000","1","-10.49","0.45","11.99","0"
"17247","52.27","0","0","-190.31","0","17.1","327614","10000","1","2.02","0.3","11.59","0"
"17248","-6.04","0","0","-51.96","0","16.59","329168","10000","1","-0.12","0","12","0"
"17249","-6.43","0","0","-52.47","0","19.34","331596","10000","1","-0.14","0","12","0"
"17250","-6.43","0","0","-52.47","0","19.34","331596","10000","1","-0.14","0","12","0"
"17251","-6.43","0","0","-52.47","0","19.34","331596","10000","1","-0.14","0","12","0"
"17252","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17253","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17254","-4.55","0","0","-37.09","0","18.49","351203","10000","1","-0.03","0","12","0"
"17255","-5.71","0","0","-34.34","0","18.6","354108","10000","1","-0.11","2.22","9.79","0"
"17256","20.09","0","0","-140.13","0","16.85","355391","10000","1","0.26","0.68","11.55","0"
"17257","47.3","0","0","-53.12","0","19.64","356819","10000","1","-2.63","0.51","11.94","0"
"17258","5.21","0","0","-189.74","0","20.04","358318","10000","1","0.02","0.21","11.9","0"
"17259","22.65","0","0","104.65","0","19.94","359682","10000","1","-2.22","0.49","11.8","0"
"17260","8.55","0","0","-37.23","0","16.19","361500","10000","1","1.19","0.56","11.73","0"
"17261","56.34","0","0","-282.02","0","16.46","363621","10000","1","-2.11","0.61","11.07","0"
"17262","14.15","0","0","60.89","0","19.94","365539","10000","1","-0.44","0","12","0"
"17263","26.48","0","0","75.31","0","19.74","366625","10000","1","0.68","0.53","11.69","0"
"17264","32.35","0","0","504.93","0","19.84","368179","10000","1","2.16","0.69","11.26","0"
"17265","38.56","0","0","32.41","0","18.27","369624","10000","1","3.03","0.39","11.78","0"
"17266","11.06","0","0","26.18","0","16.33","370910","10000","1","-0.86","0.56","11.88","0"
"17267","19.82","0","0","103.83","0","18.38","373580","10000","1","2.07","0.52","11.38","0"
"17268","34.59","0","0","-236.53","0","16.97","374859","10000","1","-3.66","0.37","12","0"
"17269","16.88","0","0","-27.7","0","16.46","376489","10000","1","0.95","0.41","11.63","0"
"17270","14.11","0","0","-41.02","0","19.54","377773","10000","1","2.03","0","12","0"
"17271","6.7","0","0","50.2","0","19.54","379056","10000","1","1.87","0","12","0"
"17272","16.96","0","0","-59.09","0","19.13","380539","10000","1","1.83","0.4","11.35","0"
"17273","5.94","0","0","42.47","0","20.04","382490","10000","1","1.26","0.33","12","0"
"17274","25.25","0","0","-22.12","0","18.16","384805","10000","1","1.2","0.32","11.39","0"
"17275","10.3","0","0","-32.11","0","16.46","387116","10000","1","0.02","0.63","11.78","0"
"17276","19.73","0","0","-38.41","0","19.13","389008","10000","1","-2.4","0.4","11.9","0"
"17277","9.65","0","0","126.47","0","18.92","390317","10000","1","-2.13","0.35","12","0"
"17278","17.95","0","0","11.15","0","16.46","392093","10000","1","1.4","0.48","11.68","0"
"17279","13.3","0","0","-94.53","0","16.85","394270","10000","1","-0.24","0.18","11.87","0"
"17280","25.6","0","0","-370.52","0","18.27","395665","10000","1","-0.73","0.41","11.68","0"
"17281","27.82","0","0","-178.08","0","17.34","397069","10000","1","-0.72","0.27","12","0"
"17282","29.77","0","0","-111.49","0","19.13","398874","10000","1","-0.69","0","11.41","0"
"17283","23.75","0","0","-11.22","0","17.46","400412","10000","1","0.89","0.38","11.78","0"
"17284","17.54","0","0","96.42","0","18.05","402654","10000","1","3.19","0.38","11.85","0"
"17285","30.59","0","0","-44.69","0","17.1","405670","10000","1","-0.24","0.36","11.9","0"
"17286","67.79","0","0","27.69","0","20.23","407188","10000","1","2.45","0.19","11.75","0"
"17287","33.39","0","0","-126.68","0","16.72","408591","10000","1","-1.26","0.56","11.82","0"
"17288","15.73","0","0","12.08","0","18.81","410139","10000","1","1.31","0.28","11.47","0"
"17289","5.45","0","0","-73.48","0","18.38","411851","10000","1","-0.36","0.54","11.85","0"
"17290","31.98","0","0","-63.65","0","19.13","413830","10000","1","1.75","0.54","11.31","0"
"17291","38.63","0","0","32.68","0","16.46","415183","10000","1","-0.44","0.27","11.48","0"
"17292","23.95","0","0","-113.87","0","18.05","416829","10000","1","-3.77","0.93","11.55","0"
"17293","31.39","0","0","-275.24","0","16.46","418542","10000","1","3.12","0.31","12","0"
"17294","10.27","0","0","122.04","0","18.16","419964","10000","1","-0.4","0.49","11.88","0"
"17295","6","0","0","-192.71","0","16.72","422838","10000","1","0.06","0.5","11.89","0"
"17296","18.33","0","0","-64.38","0","19.84","425648","10000","1","3.62","0.25","12","0"
"17297","37.32","0","0","-5.42","0","19.13","427556","10000","1","1.79","0.49","11.42","0"
"17298","39.41","0","0","-10.6","0","16.46","428584","10000","1","-3.09","0.51","11.91","0"
"17299","46.58","0","0","8.93","0","16.33","430068","10000","1","0.98","0.43","12","0"
"17300","21.66","0","0","-108.33","0","19.84","431941","10000","1","1.3","0.49","11.66","0"
"17301","18.9","0","0","-15.35","0","18.05","436645","10000","1","-1.23","0.41","11.51","0"
"17302","24.42","0","0","-169.15","0","16.33","438036","10000","1","1.6","0.49","11.86","0"
"17303","21.59","0","0","130.49","0","17.34","439229","10000","1","-0.13","0.3","12","0"
"17304","18.03","0","0","24.76","0","16.72","440700","10000","1","3.8","0.37","11.98","0"
"17305","34.69","0","0","-5.73","0","19.64","443157","10000","1","0.27","0.46","11.71","0"
"17306","22.87","0","0","-120.44","0","19.02","445049","10000","1","-2.79","0.53","11.59","0"
"17307","10.05","0","0","-31.36","0","19.23","447045","10000","1","-7.38","0.45","11.99","0"
"17308","23.11","0","0","107.36","0","17.93","448309","10000","1","1.88","0","11.99","0"
"17309","9.57","0","0","-196.58","0","19.02","449785","10000","1","1.34","0","11.91","0"
"17310","26.56","0","0","15.64","0","17.58","451787","10000","1","1.35","0.26","12","0"
"17311","16.95","0","0","-213.46","0","19.64","453364","10000","1","-1.19","0.43","11.95","0"
"17312","12.17","0","0","-125.28","0","17.22","454907","10000","1","0.63","0.25","11.91","0"
"17313","26.13","0","0","-104.59","0","17.7","456387","10000","1","-4.74","0.91","10.98","0"
"17314","24.01","0","0","-173.79","0","19.13","457667","10000","1","-4.56","0","11.88","0"
"17315","39.6","0","0","-140.75","0","17.7","459365","10000","1","-3.34","0.43","11.4","0"
"17316","15.77","0","0","46.52","0","18.71","460820","10000","1","3.1","0","11.68","0"
"17317","4.52","0","0","-148.99","0","19.23","463244","10000","1","0.47","0.39","11.98","0"
"17318","14.8","0","0","-65.48","0","15.78","465217","10000","1","-2.24","0.16","12","0"
"17319","27.19","0","0","69.28","0","18.05","467197","10000","1","2.52","0","12","0"
"17320","29.93","0","0","-278.23","0","16.46","468672","10000","1","-0.65","0.25","11.8","0"
"17321","30.07","0","0","-215.78","0","18.81","470129","10000","1","0.06","0.44","11.75","0"
"17322","8.22","0","0","-47.14","0","15.78","472084","10000","1","-0.49","0.4","11.95","0"
"17323","39.31","0","0","-42.49","0","19.44","473974","10000","1","-0.53","0.42","11.99","0"
"17324","44.65","0","0","-11.55","0","16.46","475616","10000","1","1.66","0.45","11.95","0"
"17325","23.93","0","0","-80.99","0","18.05","477064","10000","1","-1.37","0.44","12","0"
"17326","20.41","0","0","-259.7","0","18.49","478485","10000","1","1.9","0.86","11.22","0"
"17327","34.71","0","0","-92.26","0","18.27","479850","10000","1","-0.66","0.43","11.43","0"
"17328","37.22","0","0","32.71","0","15.63","481089","10000","1","-4.57","0.3","11.98","0"
"17329","12.59","0","0","174.73","0","17.7","483515","10000","1","0.33","0.33","11.98","0"
"17330","31.2","0","0","18.05","0","15.63","484979","10000","1","2.83","0.55","11.81","0"
"17331","33.63","0","0","-72.65","0","17.46","486924","10000","1","2.86","0.45","11.55","0"
"17332","22.38","0","0","-64.87","0","16.06","488326","10000","1","-0.43","0.27","12","0"
"17333","40.27","0","0","-224.54","0","16.85","489768","10000","1","1.19","0.17","11.97","0"
"17334","39.07","0","0","-109.11","0","15.34","491734","10000","1","3.09","1.25","10.91","0"
"17335","-2.05","0","0","13.85","0","16.85","493640","10000","1","-1.15","0","12","0"
"17336","36.56","0","0","-286.27","0","15.49","495243","10000","1","-0.06","0","12","0"
"17337","35.99","0","0","-144.62","0","17.22","497042","10000","1","-5.45","0","12","0"
"17338","26.28","0","0","-133.08","0","16.19","498414","10000","1","-2.45","0","12","0"
"17339","2.42","0","0","-72.29","0","19.02","499831","10000","1","-0.07","0","12","0"
"17340","-3.82","0","0","-60.91","0","17.22","502273","10000","1","-0.09","0","12","0"
"17341","-3.82","0","0","-62.74","0","15.78","504866","10000","1","-0.1","0","12","0"
"17342","10.9","0","0","-59.68","0","19.02","508975","10000","1","-0.09","0","12","0"
"17343","10.9","0","0","-58.53","0","19.64","510761","10000","1","-0.09","0","12","0"
"17344","10.9","0","0","-55.55","0","19.64","513509","10000","1","-0.09","0","12","0"
"17345","10.9","0","0","-50.09","0","16.72","515049","10000","1","-0.09","0","12","0"
"17346","10.9","0","0","-45.12","0","19.44","516556","10000","1","-0.07","0","12","0"
"17347","10.9","0","0","-36.69","0","16.33","517967","10000","1","-0.1","0","12","0"
"17348","10.9","0","0","-43.74","0","19.34","519703","10000","1","-0.07","0","12","0"
"17349","10.9","0","0","-47.59","0","16.46","522354","10000","1","-0.1","0","12","0"
"17350","10.9","0","0","-57.36","0","19.64","524929","10000","1","-0.09","0","12","0"
"17351","10.9","0","0","-66.74","0","18.05","526820","10000","1","-0.11","0","12","0"
"17352","10.9","0","0","-68.35","0","16.72","528360","10000","1","-0.11","0","12","0"
"17353","10.9","0","0","-68.68","0","19.84","529900","10000","1","-0.08","0","12","0"
"17354","10.9","0","0","-59.03","0","18.27","532270","10000","1","-0.09","0","12","0"
"17355","10.9","0","0","-56.33","0","18.92","534674","10000","1","-0.1","0","12","0"
"17356","10.9","0","0","-52.07","0","17.58","536600","10000","1","-0.11","0","12","0"
"17357","16.03","0","0","-54.22","0","17.82","538653","10000","1","-0.8","1.14","10.29","0"
"17358","12.39","0","0","-147.01","0","19.84","540390","10000","1","-0.33","0.54","11.05","0"
"17359","41.37","0","0","-65.56","0","17.58","543058","10000","1","2.38","0.58","11.52","0"
"17360","22.52","0","0","-70.23","0","19.74","545022","10000","1","0.81","0.62","11.24","0"
"17361","41.89","0","0","339.26","0","19.44","546935","10000","1","2.99","0.3","11.78","0"
"17362","18.74","0","0","-252.77","0","16.59","548649","10000","1","-2.46","0.53","11.43","0"
"17363","38.98","0","0","-363.89","0","16.85","550528","10000","1","-3.07","0.21","11.27","0"
"17364","12.01","0","0","-100.43","0","16.46","552580","10000","1","1.52","0.25","11.61","0"
"17365","1.45","0","0","-124.25","0","20.04","554545","10000","1","-1.62","0.37","11.19","0"
"17366","28.08","0","0","47.42","0","18.16","556139","10000","1","1.05","0.22","11.22","0"
"17367","35.57","0","0","-28.62","0","16.97","557808","10000","1","0.98","0.31","11.92","0"
"17368","23.47","0","0","-69.29","0","19.54","559627","10000","1","-4.46","0.58","10.77","0"
"17369","24.54","0","0","-76.96","0","19.44","561492","10000","1","0.68","1.4","10.15","0"
"17370","4.42","0","0","-23.67","0","20.33","563570","10000","1","1.67","0.62","11.31","0"
"17371","22.43","0","0","2.23","0","18.6","565896","10000","1","2.32","0.3","11.84","0"
"17372","5.73","0","0","-70.25","0","20.33","567584","10000","1","-1.75","1.18","10.47","0"
"17373","18.15","0","0","-374.59","0","19.54","569558","10000","1","-2.19","1.16","10.16","0"
"17374","11.53","0","0","284.57","0","18.92","571196","10000","1","-0.06","0.79","11.99","0"
"17375","27.34","0","0","110.85","0","17.58","573687","10000","1","-1.69","0.22","10.69","0"
"17376","9.52","0","0","-30.7","0","20.42","575279","10000","1","4.1","0.36","11.63","0"
"17377","-4.64","0","0","-33.24","0","17.22","577054","10000","1","-0.49","0","12","0"
"17378","5.94","0","0","-21.28","0","18.05","578488","10000","1","3","0","12","0"
"17379","-3.3","0","0","-31.59","0","17.58","580120","10000","1","-0.53","0","12","0"
"17380","-6.15","0","0","-25.55","0","19.54","581368","10000","1","-0.53","0","11.99","0"
"17381","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17382","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17383","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17384","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17385","0","0","0","0","0","0","0","10000","0","0","0","0","0"
"17386","0","34","0","-8.25","0","20.9","600","10000","1","-0.37","0","12","45.7"
"17387","36.05","0","0","-41.96","0","18.92","6800","10000","1","-0.24","1.14","10.32","0"
"17388","22.27","0","0","79","0","19.44","8955","10000","1","-0.99","0.21","11.08","0"
"17389","22.76","0","0","-45.4","0","18.05","10615","10000","1","1.29","0.35","10.9","0"
"17390","23.31","0","0","44.32","0","19.13","12370","10000","1","0.28","0.4","11.59","0"
"17391","4.35","0","0","-86.61","0","20.33","14003","10000","1","0.85","0.41","12","0"
"17392","16.44","0","0","-93.02","0","20.13","15873","10000","1","2.64","0.42","11.15","0"
"17393","33.56","0","0","-50.41","0","18.71","17603","10000","1","-1.87","0.54","10.89","0"
"17394","24.83","0","0","33.94","0","20.9","19144","10000","1","3.14","0.36","11.59","0"
"17395","42.85","0","0","-48.91","0","17.46","21033","10000","1","-2.7","0","11.6","0"
"17396","33.48","0","0","-124.16","0","19.23","23008","10000","1","-2.3","0.51","11.7","0"
"17397","6.25","0","0","13.39","0","17.34","25835","10000","1","0.44","0","11.99","0"
"17398","21.45","0","0","119.88","0","20.8","27553","10000","1","-0.18","0.39","11.23","0"
"17399","16.33","0","0","60.63","0","18.05","29348","10000","1","2.43","0.34","11.12","0"
"17400","17.95","0","0","-130.84","0","20.61","30981","10000","1","-2.87","0.56","10.75","0"
"17401","11.04","0","0","-255.74","0","20.71","32911","10000","1","0.64","0.72","10.86","0"
"17402","28.86","0","0","-22.85","0","20.8","35371","10000","1","2.9","0.37","10.98","0"
"17403","28.4","0","0","172.99","0","19.94","37003","10000","1","-2.39","0.43","11.08","0"
"17404","31.7","0","0","-223.84","0","19.02","40691","10000","1","-3.22","0.47","11.4","0"
"17405","38.86","0","0","-175.79","0","20.61","43432","10000","1","4.22","0.82","10.47","0"
"17406","30.26","0","0","-15.99","0","18.05","46291","10000","1","-0.54","0.79","11.14","0"
"17407","47.61","0","0","-155.96","0","20.61","48241","10000","1","0.57","0.56","10.87","0"
"17408","37.48","0","0","-11.18","0","20.61","50210","10000","1","-2.54","0.5","11.12","0"
"17409","14.1","0","0","76.65","0","18.6","52369","10000","1","3.54","0.34","11.78","0"
"17410","36.75","0","0","-57.57","0","17.22","54596","10000","1","4.58","0.5","11.3","0"
"17411","25.86","0","0","65.3","0","20.52","57001","10000","1","0.68","0.28","11.45","0"
"17412","49.69","0","0","19.25","0","16.85","58716","10000","1","-0.04","0.28","10.99","0"
"17413","27.52","0","0","2.72","0","18.38","60175","10000","1","-4.37","0.55","10.91","0"
"17414","50.84","0","0","-127.07","0","20.33","62533","10000","1","-3.34","0","11.64","0"
"17415","12.55","0","0","190.94","0","18.49","65425","10000","1","-0.28","0.38","11.35","0"
"17416","19.51","0","0","88.28","0","20.04","67372","10000","1","0.85","0.5","11.65","0"
"17417","14.75","0","0","-2.29","0","19.44","68911","10000","1","2.69","0.41","11.56","0"
"17418","25.28","0","0","-41.68","0","19.34","70369","10000","1","0.05","0.46","10.74","0"
"17419","24.64","0","0","-59.09","0","19.02","73508","10000","1","0.04","0.59","11.23","0"
"17420","54.87","0","0","-70.89","0","19.23","74920","10000","1","-5.71","0.52","11.36","0"
"17421","2.32","0","0","58.85","0","17.34","76421","10000","1","0.3","0.42","11.21","0"
"17422","20.71","0","0","-258.8","0","18.6","77851","10000","1","2.38","0.56","11.02","0"
"17423","11.54","0","0","102.62","0","20.33","79566","10000","1","0.45","0.46","11.27","0"
"17424","13.21","0","0","-46.24","0","18.16","81233","10000","1","-2.79","0.32","10.96","0"
"17425","21.59","0","0","83.75","0","17.1","82976","10000","1","2.05","0.39","11.6","0"
"17426","26.75","0","0","12.05","0","19.13","86156","10000","1","-0.17","0.46","11.46","0"
"17427","9.25","0","0","115.94","0","16.72","87746","10000","1","-0.57","0.53","11.26","0"
"17428","12.87","0","0","7.99","0","20.04","89523","10000","1","-0.68","0.48","11.23","0"
"17429","18.53","0","0","-14.33","0","19.74","90910","10000","1","-2.36","0.49","11.01","0"
"17430","6.79","0","0","-73.11","0","19.54","92553","10000","1","-1.85","1.56","9.75","0"
"17431","-0.7","0","0","-13.64","0","18.38","94386","10000","1","-0.07","0","12","0"
"17432","6.33","0","0","-2.56","0","18.27","95697","10000","1","-1.2","0","12","0"
"17433","25.52","0","0","236.51","0","17.1","97150","10000","1","0.37","0.68","11.22","0"
"17434","18.72","0","0","-151.53","0","20.13","98845","10000","1","1.44","0.54","11.97","0"
"17435","32.12","0","0","-2.47","0","17.7","100641","10000","1","-2.91","0.44","11.23","0"
"17436","26.36","0","0","-65.89","0","16.59","102567","10000","1","-0.73","0","12","0"
"17437","16.68","0","0","-36.33","0","16.97","106242","10000","1","1.79","0.54","11.46","0"
"17438","12.3","0","0","40.21","0","16.46","108274","10000","1","0.02","1.02","10.8","0"
"17439","26.1","0","0","-3.57","0","18.71","109926","10000","1","2.72","0.44","11.34","0"
"17440","33.53","0","0","-0.39","0","19.02","111447","10000","1","2.02","0.5","11.24","0"
"17441","4.31","0","0","-86.47","0","17.58","114107","10000","1","0.84","0.31","11.28","0"
"17442","32.2","0","0","156.37","0","17.58","115618","10000","1","4.89","0.87","10.9","0"
"17443","22.56","0","0","-119.31","0","19.84","117363","10000","1","1.9","0.44","11.59","0"
"17444","23.96","0","0","115.88","0","19.84","119080","10000","1","-1.91","1.05","10.54","0"
"17445","23.17","0","0","38.32","0","19.54","120721","10000","1","-0.31","0.5","11.17","0"
"17446","19.14","0","0","-94.38","0","16.06","123564","10000","1","-0.65","0.43","11.99","0"
"17447","30.23","0","0","195.48","0","19.64","126218","10000","1","0.98","0.27","11.5","0"
"17448","24.43","0","0","-99.27","0","17.1","128019","10000","1","-0.12","0.47","11.6","0"
"17449","32.07","0","0","-258.25","0","17.82","129733","10000","1","2.15","0.47","11.46","0"
"17450","34.36","0","0","-83.99","0","17.34","131876","10000","1","1.87","0.52","11.35","0"
"17451","52.19","0","0","195.67","0","17.7","133995","10000","1","-5.27","0.36","11.1","0"
"17452","24.97","0","0","22.31","0","16.19","135585","10000","1","-0.62","0","11.81","0"
"17453","19.19","0","0","348.42","0","19.02","136849","10000","1","3.51","1.3","10.59","0"
"17454","36.25","0","0","114.95","0","18.6","138736","10000","1","-0.51","0.45","11.22","0"
"17455","34.35","0","0","-337.26","0","15.49","140292","10000","1","-0.92","0.68","11.14","0"
"17456","34.81","0","0","61.51","0","16.59","142020","10000","1","0.96","0.29","11.38","0"
"17457","22.68","0","0","101.15","0","15.63","144160","10000","1","3.32","1.02","10.74","0"
"17458","9.27","0","0","-194.38","0","19.34","154186","10000","1","4.22","0.37","11.44","0"
"17459","32.81","0","0","61.78","0","19.02","155603","10000","1","0.57","0.33","10.7","0"
"17460","24.37","0","0","42.86","0","19.44","157180","10000","1","1.52","0.68","11.25","0"
"17461","41.93","0","0","77.95","0","18.05","158650","10000","1","-3.28","1.29","10.69","0"
"17462","5.1","0","0","-79.13","0","19.34","246473","10000","1","-1.18","1.04","10.49","0"
"17463","-4.49","0","0","-46.33","0","17.82","248928","10000","1","-0.33","0","12","0"
"17464","-4.64","0","0","-37.34","0","19.74","252295","10000","1","-0.33","0","12","0"
"17465","-5.43","0","0","-35.49","0","19.02","254315","10000","1","-0.34","0","12","0"
"17466","-4.51","0","0","-36.85","0","17.7","256053","10000","1","-0.34","0","12","0"
"17467","36.67","0","0","225.22","0","18.27","257569","10000","1","0.58","1.27","10.42","0"
"17468","14.84","0","0","77.14","0","15.92","258859","10000","1","-4.17","0","12","0"
"17469","32.39","0","0","40.27","0","19.54","264006","10000","1","0.55","0.28","11.96","0"
"17470","15.16","0","0","-134.03","0","16.33","266840","10000","1","-1.52","0.58","11.77","0"
"17471","41.65","0","0","68.33","0","18.49","268340","10000","1","-3.44","0.54","10.51","0"
"17472","29.92","0","0","-102.92","0","15.63","269517","10000","1","-0.62","0.52","11.14","0"
"17473","56.54","0","0","65.37","0","18.38","270973","10000","1","3.52","0.63","11.15","0"
"17474","41.56","0","0","123.43","0","19.23","272645","10000","1","-2.15","0.47","11.39","0"
"17475","7.84","0","0","-195.97","0","16.33","275947","10000","1","1.47","0.5","10.94","0"
"17476","22.96","0","0","-157.14","0","19.34","277906","10000","1","-1.73","0.39","11.04","0"
"17477","10.3","0","0","202.07","0","15.63","279359","10000","1","-1.81","0.28","11.03","0"
"17478","54.47","0","0","284.11","0","16.85","283074","10000","1","0.85","0.28","11.3","0"
"17479","4.98","0","0","130.48","0","17.1","284500","10000","1","0.7","0.41","11.43","0"
"17480","28","0","0","-227.19","0","17.58","286814","10000","1","2","0.52","10.98","0"
"17481","9.26","0","0","67.53","0","15.78","289472","10000","1","-0.49","0.74","11.21","0"
"17482","44.73","0","0","47.11","0","16.59","290952","10000","1","-0.49","0.73","11.47","0"
"17483","36.51","0","0","-44.42","0","16.06","294325","10000","1","-4.94","0.57","11.34","0"
"17484","18.72","0","0","190.28","0","18.6","295815","10000","1","2.12","1.16","10.36","0"
"17485","34.71","0","0","60.29","0","19.64","297214","10000","1","2.87","0","11.34","0"
"17486","24.38","0","0","-20.36","0","16.72","298669","10000","1","0.44","0.23","11.36","0"
"17487","28.75","0","0","199.08","0","15.78","299849","10000","1","-0.77","0.43","11.06","0"
